0 -100 -1800 0 0 0 15 0 0 0 0 0 0 0 0 0 0
6.21574 -100.001 -1799.6 -0.00639543 0.00445077 -0.00049231 16.1151 -0.0093954 1.51861 -0.0199533 -0.110903 -0.00198262 0.209871 0.213917 0.0740978 0.36007 0.4
21.243 -100.032 -1797.85 -0.0154664 -0.0732277 -0.00224938 21.4787 -0.0517702 1.27161 -0.0120509 0.00181409 -0.00872247 0.272665 0.114806 -0.0857571 0.682511 0.8
43.7782 -100.129 -1795.18 0.0310367 -0.0365772 -0.000311107 23.7257 0.0162523 1.34386 0.0528875 0.0662622 0.0182876 0.335639 -0.37129 -0.244673 0.294175 1
63.7093 -99.9904 -1794.22 0.0597099 0.0618563 0.0193176 25.9071 0.0304215 1.47828 0.0352232 0.151985 0.0229347 0.0433079 -0.2214 -0.111479 0.500239 0.8
71.5192 -99.8225 -1794.42 0.0540508 0.100819 0.0311681 26.0918 -0.0648476 1.41308 -0.0272474 0.129568 0.0385024 0.298254 0.229038 -0.3111 0.327771 0.3
79.2852 -99.5895 -1794.95 0.046667 0.151034 0.0418482 25.7233 -0.124358 1.53658 -0.0294182 0.173827 0.0136039 -0.0877969 0.270299 -0.143591 0.077405 0.3
81.8405 -99.4983 -1795.21 0.0500269 0.168302 0.04339 25.5762 -0.0820147 1.54317 0.0591311 0.17189 -0.00114692 -0.149754 -0.390917 0.229985 0.0845951 0.1
86.9036 -99.2958 -1795.85 0.0574327 0.204738 0.0456231 25.3927 0.022163 1.57647 0.0259686 0.186045 0.00779108 -0.317297 -0.176169 -0.371429 0.229715 0.2
89.4136 -99.1838 -1796.23 0.060426 0.221572 0.0470628 25.3438 0.0740559 1.54699 0.0259917 0.155464 0.00136569 -0.0204571 -0.186002 0.346142 0.334096 0.1
109.026 -98.0415 -1800.74 0.0496246 0.351312 0.0705942 24.8367 0.0523229 1.50407 -0.0170958 0.161688 0.0265533 -0.15906 0.123735 0.357967 0.414312 0.8
130.136 -96.1897 -1808.49 0.113148 0.463817 0.112331 20.1032 0.157472 1.40407 0.0415041 0.0539415 0.0491183 -0.195687 -0.375423 0.0164977 -0.145372 1
146.336 -93.9082 -1815.64 0.131814 0.4984 0.174158 19.4572 0.0991779 1.36969 -0.0118772 0.0382234 0.0557293 -0.303814 0.128153 0.310514 0.496883 0.9
160.232 -91.1134 -1821.8 0.148906 0.450921 0.240902 15.0805 0.0480211 1.3266 -0.0106549 -0.121258 0.0775052 -0.0769248 0.2277 -0.228642 -0.61987 0.9
168.109 -89.0928 -1824.37 0.159805 0.328516 0.272231 13.3741 0.205004 1.28551 -0.0045821 -0.243555 0.0884868 0.345999 0.0829158 0.0461467 0.0789336 0.6
176.731 -86.456 -1825.55 0.177432 0.131862 0.323885 12.7795 0.231707 1.36233 0.0154792 -0.292905 0.14381 -0.021605 -0.098238 -0.293526 -0.609777 0.7
183.889 -83.872 -1824.98 0.182317 -0.0731868 0.380782 12.7566 0.105295 1.30011 0.0090439 -0.32817 0.158679 0.256437 0.167499 -0.317505 -0.232678 0.6
188.596 -81.9543 -1823.74 0.185912 -0.202961 0.416648 13.362 0.0721567 1.28472 0.0231432 -0.279035 0.133366 -0.0850418 -0.00374866 0.297253 -0.226899 0.4
193.881 -79.5821 -1821.71 0.179475 -0.304264 0.449667 17.2274 0.0118152 1.12141 -0.00122482 -0.155861 0.114934 0.131707 0.216526 -0.0480894 0.676243 0.4
199.853 -76.6623 -1818.97 0.181091 -0.333623 0.4843 18.6632 0.0371022 1.3367 0.0335785 -0.00776542 0.0732348 -0.319676 -0.182716 0.233435 0.0618034 0.4
204.517 -74.1962 -1816.69 0.183777 -0.34693 0.503546 19.5621 0.164708 1.26004 0.0257061 -0.0362894 0.0669572 0.237305 -0.208601 0.204816 -0.0882526 0.3
216.928 -66.8565 -1810.71 0.195038 -0.295279 0.583164 24.7462 -0.0274067 1.50793 0.0709288 0.171359 0.0885646 -0.361461 -0.375785 -0.206495 0.592944 0.7
231.411 -56.7373 -1805.35 0.188973 -0.173901 0.650723 27.7561 0.191085 1.56237 0.00269854 0.22133 0.0696406 -0.10548 -0.0374374 0.163455 0.430383 0.7
248.086 -43.0458 -1801.97 0.178468 -0.0282231 0.7409 26.6397 -0.0800483 1.53038 -0.00415238 0.182019 0.0389788 0.011507 0.112252 -0.388118 -0.607231 0.8
263.334 -28.4361 -1801.44 0.170954 0.0851485 0.807823 25.9823 0.0250921 1.44884 -0.00421446 0.145239 0.0809111 0.202873 0.0928354 -0.025888 -0.0310434 0.8
279.035 -10.9711 -1803.79 0.139858 0.230569 0.878461 26.2223 0.123497 1.50586 -0.0521349 0.175212 0.0570104 -0.0095019 0.333373 0.297831 0.394691 0.9
286.89 -1.2118 -1806.48 0.133964 0.305634 0.92262 24.9061 -0.0754095 1.46549 -0.0272042 0.145621 0.0514966 0.0317672 0.279335 -0.0794316 0.0651151 0.5
297.384 13.1963 -1811.97 0.158787 0.413117 0.979255 21.5576 0.134949 1.4701 0.0031866 0.0997493 0.0680932 -0.3198 -0.0269752 -0.104354 -0.116285 0.8
302.593 21.2143 -1815.5 0.180952 0.417741 1.02287 19.1267 0.103705 1.28554 0.0111408 -0.0128916 0.0821396 0.230184 -0.0425188 -0.0159721 -0.230633 0.5
307.088 28.8284 -1818.64 0.19627 0.402643 1.06747 18.3432 0.132186 1.31304 -0.00704367 -0.0265371 0.0920655 -0.00825815 0.117336 0.0219178 0.324163 0.5
308.724 31.8118 -1819.79 0.20682 0.389855 1.08646 17.4616 0.138998 1.29687 0.0249311 -0.0622934 0.103741 0.193572 -0.187305 -0.242699 -0.227628 0.2
310.254 34.7315 -1820.83 0.219726 0.369934 1.10566 17.0174 0.152886 1.27029 0.0304538 -0.0914988 0.112555 0.253792 -0.22611 -0.249147 0.188316 0.2
310.991 36.1903 -1821.31 0.223533 0.359388 1.1154 17.0005 0.162444 1.27859 -0.0135531 -0.0754143 0.112327 -0.245408 0.339948 0.0566102 0.402801 0.1
314.92 44.7008 -1823.65 0.225533 0.290371 1.17538 15.1919 0.237548 1.37819 -0.0299175 -0.131003 0.128485 -0.252941 0.386593 0.312554 -0.0516763 0.6
316.045 47.4343 -1824.19 0.225302 0.254281 1.19578 14.7458 0.237057 1.3563 -0.0268721 -0.17324 0.143229 -0.00243615 0.377131 -0.0454131 -0.575889 0.2
318.51 54.0906 -1824.94 0.233543 0.143953 1.25145 13.7902 0.199705 1.38271 0.00158101 -0.212297 0.164931 -0.249472 0.159378 -0.0837521 -0.174665 0.5
321.977 66.1149 -1824.01 0.235494 -0.102327 1.35372 14.3901 0.0674763 1.28874 0.00413434 -0.227702 0.17158 -0.0396808 0.261805 -0.345155 0.0486531 0.9
323.461 73.1782 -1822.17 0.23924 -0.225555 1.40738 15.3768 0.0345375 1.22641 0.027443 -0.190792 0.148123 0.159772 -0.0211377 -0.348073 -0.566739 0.5
325.373 88.4146 -1816.06 0.210626 -0.351367 1.51238 17.7317 0.0846034 1.3356 -0.00369938 -0.0445108 0.116828 -0.383178 0.167741 0.000406018 -0.379835 1
325.701 95.0383 -1812.95 0.202118 -0.386754 1.54946 18.7963 0.0986794 1.20308 0.0121572 -0.0600211 0.0891871 0.303574 -0.0109262 0.36222 -0.440432 0.4
325.744 96.7523 -1812.12 0.198339 -0.393887 1.5578 19.2674 0.10535 1.19313 -0.0169253 -0.0482519 0.0911825 0.362454 0.273476 -0.159117 0.152887 0.1
325.752 104.294 -1808.42 0.183788 -0.388582 1.59507 22.5875 0.111872 1.32751 0.000153066 0.0888769 0.0719533 -0.0534805 0.0423346 0.392753 0.59338 0.4
325.545 110.745 -1805.44 0.170077 -0.363794 1.62734 24.7052 -0.0142861 1.34835 -0.00208351 0.119798 0.0900933 0.169983 0.101759 -0.330102 0.549124 0.3
324.411 125.376 -1799.78 0.190517 -0.253349 1.68879 27.5213 0.0708448 1.57866 0.0634545 0.229924 0.0486222 -0.210048 -0.369135 -0.252737 0.383205 0.6
322.618 138.606 -1796.17 0.16445 -0.171785 1.73438 27.6812 0.0751713 1.43981 -0.0369205 0.175534 0.0723358 0.326545 0.254349 0.106079 -0.340615 0.5
316.735 167.116 -1792.54 0.171317 0.0338606 1.82213 30.5532 0.167721 1.54771 0.0173872 0.244511 0.0651647 0.241288 -0.101055 0.390043 0.584429 1
314.381 175.885 -1792.71 0.168287 0.108398 1.85998 29.884 -0.0981735 1.62674 -0.0134417 0.261157 0.0833293 0.028468 0.175394 -0.255769 -0.238267 0.3
309.208 192.349 -1794.8 0.144316 0.236694 1.90178 27.9078 0.197389 1.51263 -0.0669638 0.20062 0.0398586 0.179385 0.350132 0.214536 -0.275784 0.6
306.533 199.873 -1796.48 0.162552 0.284528 1.93 26.4038 0.0875803 1.42694 0.0579113 0.153608 0.0765898 0.322972 -0.339398 -0.0923442 -0.670568 0.3
