-199 0 -20 0 0 0 15 0 0 0 0 0 0 
-197.5 2.05174e-05 -19.9605 -0.00131684 0.00673074 -0.000143732 15.0065 0.00141145 0.804739 -0.0212267 0.101105 -0.00234217 0.1 
-195.997 1.13981e-05 -19.8723 -0.00374169 0.0156796 -0.000448999 15.0285 0.00119914 1.25044 -0.0260596 0.0644347 -0.00323346 0.2 
-194.49 -0.000242424 -19.7636 -0.00642271 0.0182806 -0.000815534 15.0728 -0.00145071 1.4188 -0.0271598 -0.0138467 -0.00386651 0.3 
-192.977 -0.00100367 -19.6451 -0.0091575 0.0132396 -0.00119711 15.1334 -0.00589395 1.42709 -0.02734 -0.0832217 -0.00461657 0.4 
-191.46 -0.00250398 -19.5175 -0.0118925 0.00251417 -0.00159327 15.2034 -0.011422 1.37053 -0.027277 -0.12662 -0.00563538 0.5 
-189.936 -0.00493026 -19.3773 -0.0146128 -0.0112684 -0.00203836 15.2795 -0.0174181 1.30634 -0.0271708 -0.145384 -0.0069844 0.6 
-188.407 -0.00844488 -19.2206 -0.0173158 -0.0260302 -0.0025828 15.3615 -0.0233467 1.25903 -0.027105 -0.14763 -0.00866959 0.7 
-186.871 -0.0132109 -19.0449 -0.0200031 -0.0405468 -0.00327656 15.45 -0.0287444 1.23277 -0.0271267 -0.14157 -0.0106552 0.8 
-185.329 -0.0194084 -18.8488 -0.0226795 -0.0542971 -0.00415938 15.5457 -0.0332332 1.22247 -0.0272639 -0.132876 -0.0128735 0.9 
-183.78 -0.0272406 -18.632 -0.0253512 -0.0671852 -0.00525709 15.6484 -0.0365465 1.22111 -0.0275306 -0.124453 -0.0152349 1 
-182.226 -0.0369638 -18.3952 -0.0274058 -0.0791854 -0.00641314 15.6913 -0.0414559 1.22654 -0.0176653 -0.115464 -0.0144287 1.1 
-180.671 -0.0487944 -18.1393 -0.0289357 -0.0904599 -0.00754922 15.7451 -0.0475017 1.23402 -0.0153537 -0.109761 -0.0146695 1.2 
-179.112 -0.0628686 -17.8651 -0.0303154 -0.101283 -0.00873739 15.8093 -0.0536363 1.2392 -0.0146324 -0.106143 -0.0154635 1.3 
-177.55 -0.0793096 -17.5731 -0.0316246 -0.111799 -0.0100228 15.8834 -0.0591094 1.24124 -0.0143278 -0.103327 -0.016657 1.4 
