-199 0 -1950 0 0 0 15 0 0 0 0 0 
-197.502 -3.24222e-05 -1949.96 0.00095557 0.00517139 0.000146507 14.9595 -0.00198543 0.825551 0.0159302 0.0760976 0.00258619 
-196.007 -4.36205e-05 -1949.86 0.00339761 0.0121662 0.000448354 14.9309 -0.00149476 1.33677 0.0299659 0.0502264 0.00294638 
-194.512 0.00018324 -1949.73 0.00662905 0.0135967 0.00073434 14.9306 0.00383221 1.57842 0.0337205 -0.0251313 0.00265419 
-193.016 0.000921523 -1949.59 0.0100477 0.00706486 0.00093418 14.9569 0.0133087 1.63411 0.0343321 -0.103467 0.00254465 
-191.518 0.00243928 -1949.43 0.0134657 -0.00643879 0.00104446 15.0028 0.0255893 1.58966 0.0339385 -0.162501 0.00297858 
-190.018 0.00495176 -1949.25 0.0168252 -0.0246059 0.00111677 15.0629 0.0393168 1.51006 0.0332565 -0.196784 0.00411471 
-188.514 0.00862476 -1949.05 0.0201118 -0.0450989 0.00123723 15.1353 0.0532367 1.43413 0.0325791 -0.209996 0.00599381 
-187.006 0.0136005 -1948.83 0.0233267 -0.0661509 0.00150325 15.2199 0.0662268 1.37873 0.0320563 -0.209069 0.00857148 
-185.461 0.0200445 -1948.57 0.0237565 -0.0875875 0.00190495 15.9881 0.0733249 1.31345 -0.0136446 -0.215647 0.0105467 
-183.844 0.0280277 -1948.28 0.0215356 -0.10861 0.00271886 16.752 0.0691444 1.24243 -0.0263771 -0.201156 0.0153988 
-182.158 0.0374764 -1947.96 0.0185493 -0.127364 0.00414436 17.5089 0.0524267 1.19374 -0.0291062 -0.171432 0.0203136 
-180.402 0.0483538 -1947.6 0.0153792 -0.142731 0.00612448 18.2572 0.0244365 1.17563 -0.0286509 -0.134677 0.0238322 
-178.61 0.0605202 -1947.21 0.0121321 -0.153317 0.00833833 18.3267 -0.00751241 1.21523 -0.029101 -0.0806376 0.0225678 
-176.816 0.0737774 -1946.8 0.00896423 -0.159757 0.0104046 18.4021 -0.0375903 1.2838 -0.0277402 -0.0515683 0.0192954 
-175.017 0.088051 -1946.38 0.00598524 -0.164291 0.0120835 18.4836 -0.0622083 1.33961 -0.02651 -0.0412061 0.0142733 
-173.213 0.103223 -1945.94 0.0031829 -0.168336 0.0132049 18.5701 -0.0786685 1.37095 -0.0259612 -0.0405048 0.00807737 
-171.401 0.119123 -1945.48 0.000499304 -0.172485 0.01368 18.6602 -0.0855946 1.38199 -0.026244 -0.0425057 0.00142453 
-169.549 0.135994 -1945.02 -0.00120067 -0.177163 0.0135929 19.4397 -0.0833676 1.36049 -0.0120852 -0.0480253 -0.00344678 
-167.656 0.153569 -1944.54 -0.00293181 -0.180583 0.0130855 19.5313 -0.0761265 1.35671 -0.0220444 -0.0215169 -0.00634849 
-165.755 0.171134 -1944.05 -0.00516942 -0.181784 0.0123586 19.6205 -0.0677294 1.38027 -0.0248677 -0.00412146 -0.00787192 
-163.846 0.188442 -1943.56 -0.00757539 -0.181713 0.0115178 19.7081 -0.060088 1.4055 -0.0261739 0.00442132 -0.00853257 
-161.929 0.205219 -1943.06 -0.0100775 -0.181091 0.0106379 19.7939 -0.0545567 1.42234 -0.0269814 0.00758492 -0.00858164 
-160.005 0.221214 -1942.56 -0.0129656 -0.180925 0.00965167 19.861 -0.0492834 1.41907 -0.0329659 -0.00307515 -0.01058 
-158.073 0.236154 -1942.07 -0.0161599 -0.181525 0.00852281 19.9274 -0.0445736 1.40515 -0.0347067 -0.00761738 -0.0117002 
-156.136 0.249708 -1941.57 -0.0194545 -0.182323 0.00731151 19.9926 -0.0414989 1.39344 -0.0354869 -0.00730738 -0.0123484 
-154.192 0.261547 -1941.07 -0.0227967 -0.182953 0.00604692 20.0564 -0.0406641 1.3877 -0.0359056 -0.0045412 -0.0127606 
-152.242 0.271339 -1940.57 -0.0261595 -0.18327 0.0047375 20.119 -0.0422371 1.38688 -0.0360844 -0.0011716 -0.0131482 
-150.286 0.278751 -1940.06 -0.0295205 -0.183268 0.00337369 20.1803 -0.0459739 1.38863 -0.0360815 0.00188098 -0.013698 
-148.324 0.283453 -1939.56 -0.0328605 -0.182994 0.00193079 20.2403 -0.0512977 1.3911 -0.0359614 0.00439622 -0.0145501 
-146.356 0.285116 -1939.05 -0.0361655 -0.182499 0.000373582 20.2988 -0.057427 1.39334 -0.0357976 0.00648978 -0.0157804 
-144.382 0.283415 -1938.55 -0.039428 -0.181819 -0.00133738 20.3558 -0.0635238 1.39512 -0.0356625 0.00834775 -0.0173945 
-142.393 0.278045 -1938.04 -0.0390844 -0.179958 -0.00308512 20.5961 -0.0661994 1.41175 0.0208595 0.0290092 -0.0167515 
-140.38 0.268878 -1937.53 -0.0360174 -0.176398 -0.00506163 20.8319 -0.0596509 1.43567 0.0305763 0.0425067 -0.0195545 
-138.342 0.256 -1937.03 -0.0324996 -0.171771 -0.00733861 21.0626 -0.0437236 1.45497 0.0313025 0.0509243 -0.0218945 
-136.28 0.23955 -1936.53 -0.0290098 -0.166435 -0.00977935 21.2876 -0.0215065 1.46739 0.0301518 0.0570143 -0.0226068 
-134.198 0.219734 -1936.03 -0.0293331 -0.161665 -0.012471 21.4019 0.00315163 1.45545 -0.02917 0.0417204 -0.0260616 
-132.102 0.196515 -1935.55 -0.0325239 -0.157886 -0.0151388 21.5113 0.0212397 1.43344 -0.0402794 0.036973 -0.0238088 
-129.994 0.169526 -1935.07 -0.0363261 -0.154197 -0.0174924 21.6152 0.0281417 1.41918 -0.0424593 0.0391086 -0.020031 
-127.875 0.13835 -1934.61 -0.0402744 -0.150131 -0.0194855 21.7136 0.0231907 1.41507 -0.0423248 0.043808 -0.0163324 
-125.743 0.102581 -1934.14 -0.044205 -0.145579 -0.0211889 21.8067 0.00822875 1.41731 -0.0411938 0.0484399 -0.0137368 
-123.601 0.0618359 -1933.69 -0.0480238 -0.14061 -0.0227511 21.8944 -0.013168 1.42177 -0.0395998 0.0521047 -0.0128934 
-121.449 0.0157555 -1933.25 -0.0516795 -0.135328 -0.0243622 21.9766 -0.0365681 1.42606 -0.0379707 0.0548735 -0.0140468 
-119.286 -0.0360024 -1932.82 -0.0551627 -0.129816 -0.026216 22.0532 -0.0576221 1.42945 -0.0366728 0.0570981 -0.0170375 
-117.114 -0.0937775 -1932.4 -0.0585033 -0.124125 -0.0284732 22.124 -0.0728936 1.43207 -0.0359657 0.0590574 -0.0213742 
-114.936 -0.157832 -1931.99 -0.0600899 -0.119565 -0.030985 22.1227 -0.0817322 1.41053 -0.0096216 0.0373462 -0.0236871 
-112.757 -0.228174 -1931.59 -0.060477 -0.116509 -0.0337688 22.1175 -0.0818654 1.38054 -0.00598082 0.0288297 -0.0278572 
-110.577 -0.304711 -1931.2 -0.0607185 -0.113883 -0.0369348 22.1083 -0.0735578 1.36184 -0.00639896 0.0282245 -0.0315841 
-108.398 -0.387411 -1930.81 -0.0610305 -0.111174 -0.0404225 22.0955 -0.0593754 1.35538 -0.00774346 0.0301744 -0.0340598 
-106.219 -0.476327 -1930.44 -0.0614788 -0.108285 -0.0440938 22.0796 -0.0428011 1.35574 -0.00925472 0.0317845 -0.0349902 
-104.041 -0.571562 -1930.07 -0.0620788 -0.105295 -0.0477893 22.0609 -0.0273568 1.35806 -0.0105683 0.0322712 -0.0344402 
-101.864 -0.673232 -1929.7 -0.0628131 -0.102298 -0.0513696 22.0395 -0.0159098 1.35986 -0.0114529 0.0318743 -0.0327537 
-99.6892 -0.78144 -1929.35 -0.0636406 -0.0993564 -0.0547422 22.0156 -0.0102071 1.36058 -0.0117951 0.0310442 -0.0304493 
