-199 0 -20 0 0 0 15 0 0 0 0 0 0 
-197.505 -3.52506e-07 -19.9605 -0.00126574 0.00624223 -8.9014e-05 14.8899 0.000229573 0.798576 -0.0203096 0.0917991 -0.001293 0.1 
-196.02 -6.15682e-05 -19.8715 -0.00356654 0.0139315 -0.000242063 14.7997 -0.00229797 1.23749 -0.0245558 0.049047 -0.00135884 0.2 
-194.542 -0.00036932 -19.7599 -0.006066 0.0147833 -0.000381007 14.7368 -0.00795921 1.40413 -0.025122 -0.0333171 -0.00141417 0.3 
-193.068 -0.00119856 -19.6355 -0.00813289 0.00743286 -0.000321237 14.707 -0.0184987 1.41192 -0.0177016 -0.109839 0.00125399 0.4 
-191.598 -0.00274537 -19.4984 -0.00975125 -0.00627099 9.57695e-07 14.6932 -0.032486 1.35375 -0.0149899 -0.159611 0.00251023 0.5 
-190.131 -0.00504251 -19.3448 -0.00947895 -0.023843 0.000524589 14.6887 -0.0463677 1.28373 0.0138845 -0.187989 0.00377853 0.6 
-188.667 -0.00799235 -19.1702 -0.00767855 -0.043225 0.001014 14.6977 -0.0564338 1.22798 0.0208761 -0.197295 0.00242952 0.7 
-187.205 -0.0114128 -18.9714 -0.00549928 -0.062947 0.0012821 14.7214 -0.0612441 1.19346 0.0225693 -0.196011 0.00025747 0.8 
-185.743 -0.015124 -18.7463 -0.00322679 -0.0822834 0.00127778 14.7608 -0.0604951 1.17645 0.0227181 -0.190352 -0.00200651 0.9 
-184.281 -0.0189694 -18.4941 -0.000950917 -0.100991 0.00101546 14.8165 -0.0546193 1.17018 0.0222395 -0.183801 -0.00390978 1 
-182.818 -0.0228134 -18.2147 0.0012861 -0.119062 0.000550988 14.8885 -0.0445923 1.16873 0.0214381 -0.177741 -0.00512733 1.1 
-181.352 -0.0265374 -17.9085 0.0034577 -0.136559 -3.20301e-05 14.9764 -0.0317667 1.16828 0.0204946 -0.172325 -0.00544549 1.2 
-179.882 -0.0300347 -17.5757 0.00554682 -0.153532 -0.000633829 15.0793 -0.0176994 1.16705 0.0195626 -0.167187 -0.00476692 1.3 
-178.407 -0.0332059 -17.2167 0.0075451 -0.169986 -0.00114998 15.1966 -0.0039753 1.16458 0.0187787 -0.161882 -0.00311146 1.4 
-176.923 -0.0358757 -16.8316 0.00921896 -0.185704 -0.00170217 15.3915 0.0125594 1.16209 0.0136511 -0.152543 -0.00481623 1.5 
-175.425 -0.0378994 -16.4202 0.0105911 -0.200478 -0.00235992 15.592 0.0309122 1.1595 0.0114805 -0.143006 -0.00491745 1.6 
-173.913 -0.0392431 -15.9835 0.0117918 -0.214288 -0.0029656 15.7971 0.0487478 1.15712 0.0101296 -0.133276 -0.00362749 1.7 
-172.386 -0.039879 -15.5224 0.0128482 -0.227119 -0.00338224 16.0059 0.0639944 1.15514 0.00925725 -0.123418 -0.00117034 1.8 
-170.846 -0.0397732 -15.0378 0.0137773 -0.238965 -0.00350069 16.2173 0.0750164 1.15366 0.00886552 -0.113519 0.00212625 1.9 
-169.29 -0.0388806 -14.5306 0.013807 -0.248553 -0.00328483 16.4284 0.080553 1.17236 -0.00382355 -0.0802246 0.00503391 2 
-167.718 -0.0371663 -14.0031 0.0131374 -0.255424 -0.00267104 16.6388 0.0792881 1.20114 -0.00577033 -0.0588032 0.00870005 2.1 
-166.13 -0.0346118 -13.4583 0.0123194 -0.260622 -0.00166711 16.8479 0.0715196 1.2242 -0.00526969 -0.0459839 0.0119009 2.2 
-164.525 -0.0311919 -12.8989 0.0115105 -0.264797 -0.000363397 17.0545 0.0587544 1.23781 -0.00407417 -0.037645 0.0140679 2.3 
-162.903 -0.0268697 -12.3271 0.0107833 -0.268231 0.00111106 17.2576 0.0431781 1.24407 -0.00269642 -0.030798 0.0149108 2.4 
-161.263 -0.0215987 -11.7447 0.0101799 -0.270986 0.00261159 17.4563 0.0272606 1.2465 -0.00141159 -0.0239542 0.0143666 2.5 
-159.606 -0.0153282 -11.1528 0.00971856 -0.273037 0.00399902 17.6499 0.0133715 1.24787 -0.000420445 -0.0167245 0.0125845 2.6 
-157.903 -0.00800906 -10.5454 0.00735105 -0.275026 0.0053066 18.4199 -0.00478971 1.226 -0.0310688 -0.0195607 0.013405 2.7 
-156.128 0.000340228 -9.917 0.00354912 -0.276356 0.00676045 19.1733 -0.0299859 1.19697 -0.0355331 -0.00434528 0.0144826 2.8 
-154.28 0.00959641 -9.26972 -0.000422853 -0.275544 0.00823642 19.9075 -0.0590071 1.18535 -0.0356435 0.0216765 0.0135036 2.9 
-152.361 0.0196094 -8.60705 -0.00430705 -0.271933 0.00947143 20.6211 -0.0869172 1.19276 -0.035406 0.0504252 0.0100685 3 
-150.371 0.0301818 -7.93403 -0.00805286 -0.265526 0.0102028 21.3124 -0.108696 1.21126 -0.0357498 0.0770877 0.004556 3.1 
-148.312 0.0410196 -7.25672 -0.0116923 -0.256628 0.0102417 21.98 -0.120557 1.23303 -0.0369864 0.100295 -0.0021373 3.2 
-146.182 0.051694 -6.58164 -0.0153119 -0.245573 0.00951597 22.6219 -0.121003 1.25395 -0.0391413 0.120563 -0.00882107 3.3 
-143.984 0.0616235 -5.91536 -0.019025 -0.232613 0.00808137 23.2367 -0.111343 1.27313 -0.0419921 0.138806 -0.0143095 3.4 
-141.719 0.0700772 -5.26433 -0.0229383 -0.217918 0.0061005 23.8228 -0.0954351 1.29099 -0.0451261 0.155629 -0.0177417 3.5 
-139.415 0.0762939 -4.64014 -0.0255331 -0.200387 0.00334781 23.8524 -0.0629377 1.33952 -0.0266858 0.190531 -0.0273756 3.6 
-137.098 0.0795515 -4.05392 -0.02761 -0.180873 -0.000303878 23.8651 -0.0159221 1.38439 -0.0294268 0.19839 -0.0329809 3.7 
-134.77 0.0790957 -3.51028 -0.0300873 -0.161262 -0.00426065 23.8611 0.0316388 1.40341 -0.0334747 0.195154 -0.0327417 3.8 
-132.434 0.0742214 -3.01125 -0.0330248 -0.142089 -0.00796755 23.8396 0.0670842 1.40643 -0.0361896 0.19058 -0.0278119 3.9 
-130.091 0.0643197 -2.55717 -0.0362876 -0.123299 -0.0110717 23.8004 0.082813 1.4046 -0.0369675 0.18735 -0.0204927 4 
-127.745 0.0489016 -2.14766 -0.0396708 -0.104761 -0.0134737 23.7436 0.0775402 1.40282 -0.0359151 0.18503 -0.0133503 4.1 
-125.399 0.0276021 -1.78222 -0.0429783 -0.0864284 -0.0153078 23.6696 0.0556164 1.40179 -0.0336011 0.182766 -0.00849068 4.2 
-123.054 0.000163683 -1.46023 -0.0460791 -0.0683316 -0.0168679 23.5787 0.024945 1.40093 -0.0308201 0.180114 -0.00708555 4.3 
-120.714 -0.0335965 -1.18095 -0.0489352 -0.050531 -0.0185067 23.4713 -0.00569144 1.39972 -0.0283465 0.176971 -0.00922973 4.4 
