-118.381 -0.0738283 -0.943474 -0.0515966 -0.0330905 -0.0205367 23.3478 -0.0290637 1.398 -0.0267379 0.173367 -0.0141073 4.5 
-116.059 -0.120874 -0.746583 -0.0546407 -0.0181781 -0.0225823 23.1967 -0.0564842 1.35602 -0.0321352 0.132023 -0.0112778 4.6 
-113.75 -0.174867 -0.585624 -0.0577379 -0.00595853 -0.024381 23.0332 -0.0885261 1.3102 -0.0300095 0.117176 -0.0115026 4.7 
-111.456 -0.235657 -0.454997 -0.060621 0.00545732 -0.0263607 22.8579 -0.117265 1.28778 -0.0277696 0.11394 -0.0149958 4.8 
-109.179 -0.303211 -0.351256 -0.0633515 0.0166449 -0.0288326 22.6725 -0.136834 1.28154 -0.026463 0.112276 -0.0207463 4.9 
-106.92 -0.377607 -0.27247 -0.066048 0.0275413 -0.0319485 22.4782 -0.144614 1.2807 -0.026252 0.108896 -0.0273654 5 
-104.681 -0.458995 -0.21719 -0.0688265 0.0379598 -0.0357141 22.2758 -0.141258 1.27975 -0.0269653 0.103868 -0.0335269 5.1 
-102.471 -0.543397 -0.199559 -0.0708423 0.0424574 -0.0375946 21.8304 -0.136887 1.27891 -0.000459808 0.101263 -0.0359041 5.2 
-100.324 -0.624177 -0.199559 -0.070414 0.0424574 -0.0375946 21.1935 -0.136887 1.27891 0.0093012 0.101263 -0.0359041 5.3 
-98.2394 -0.702573 -0.199559 -0.0695944 0.0424574 -0.0375946 20.5603 -0.136887 1.27891 0.0103794 0.101263 -0.0359041 5.4 
-96.2182 -0.778597 -0.199559 -0.068729 0.0424574 -0.0375946 19.9309 -0.136887 1.27891 0.0105254 0.101263 -0.0359041 5.5 
-94.2596 -0.852265 -0.199559 -0.06781 0.0424574 -0.0375946 19.3049 -0.136887 1.27891 0.0112527 0.101263 -0.0359041 5.6 
-92.3633 -0.923589 -0.199559 -0.0668596 0.0424574 -0.0375946 18.6823 -0.136887 1.27891 0.0113481 0.101263 -0.0359041 5.7 
-90.529 -0.99258 -0.199559 -0.0659046 0.0424574 -0.0375946 18.063 -0.136887 1.27891 0.0113617 0.101263 -0.0359041 5.8 
-88.7564 -1.05925 -0.199559 -0.0649486 0.0424574 -0.0375946 17.4469 -0.136887 1.27891 0.0113643 0.101263 -0.0359041 5.9 
-87.0451 -1.12362 -0.199559 -0.063992 0.0424574 -0.0375946 16.8338 -0.136887 1.27891 0.0113657 0.101263 -0.0359041 6 
-85.3949 -1.18568 -0.199559 -0.0630349 0.0424574 -0.0375946 16.2236 -0.136887 1.27891 0.0113673 0.101263 -0.0359041 6.1 
-83.8055 -1.24547 -0.199559 -0.0620772 0.0424574 -0.0375946 15.6161 -0.136887 1.27891 0.0113694 0.101263 -0.0359041 6.2 
-82.2766 -1.30297 -0.199559 -0.0611189 0.0424574 -0.0375946 15.0114 -0.136887 1.27891 0.0113721 0.101263 -0.0359041 6.3 
-80.808 -1.35821 -0.199559 -0.0601598 0.0424574 -0.0375946 14.4092 -0.136887 1.27891 0.0113754 0.101263 -0.0359041 6.4 
-79.3993 -1.41119 -0.199559 -0.0592 0.0424574 -0.0375946 13.8094 -0.136887 1.27891 0.0113794 0.101263 -0.0359041 6.5 
-78.0505 -1.46193 -0.199559 -0.0582491 0.0424574 -0.0375946 13.212 -0.136887 1.27891 0.0112272 0.101263 -0.0359041 6.6 
-76.7611 -1.51042 -0.199559 -0.0573053 0.0424574 -0.0375946 12.6168 -0.136887 1.27891 0.0112014 0.101263 -0.0359041 6.7 
-75.5311 -1.55669 -0.199559 -0.0563617 0.0424574 -0.0375946 12.0238 -0.136887 1.27891 0.0112065 0.101263 -0.0359041 6.8 
-74.3602 -1.60073 -0.199559 -0.0554215 0.0424574 -0.0375946 11.4327 -0.136887 1.27891 0.0111429 0.101263 -0.0359041 6.9 
-73.2481 -1.64255 -0.199559 -0.0544834 0.0424574 -0.0375946 10.8436 -0.136887 1.27891 0.0111411 0.101263 -0.0359041 7 
-72.1949 -1.68217 -0.199559 -0.0535441 0.0424574 -0.0375946 10.2563 -0.136887 1.27891 0.0111578 0.101263 -0.0359041 7.1 
-71.2001 -1.71958 -0.199559 -0.0526023 0.0424574 -0.0375946 9.6707 -0.136887 1.27891 0.0111811 0.101263 -0.0359041 7.2 
-70.2638 -1.7548 -0.199559 -0.0516577 0.0424574 -0.0375946 9.08673 -0.136887 1.27891 0.0112077 0.101263 -0.0359041 7.3 
-69.3856 -1.78783 -0.199559 -0.0507098 0.0424574 -0.0375946 8.50428 -0.136887 1.27891 0.011237 0.101263 -0.0359041 7.4 
-68.5656 -1.81867 -0.199559 -0.0497585 0.0424574 -0.0375946 7.92327 -0.136887 1.27891 0.0112687 0.101263 -0.0359041 7.5 
-67.8035 -1.84734 -0.199559 -0.0488034 0.0424574 -0.0375946 7.3436 -0.136887 1.27891 0.0113034 0.101263 -0.0359041 7.6 
-67.0992 -1.87383 -0.199559 -0.0478478 0.0424574 -0.0375946 6.7652 -0.136887 1.27891 0.0112816 0.101263 -0.0359041 7.7 
-66.4526 -1.89815 -0.199559 -0.0468827 0.0424574 -0.0375946 6.18797 -0.136887 1.27891 0.0114576 0.101263 -0.0359041 7.8 
-65.8636 -1.9203 -0.199559 -0.0458979 0.0424574 -0.0375946 5.61186 -0.136887 1.27891 0.0116624 0.101263 -0.0359041 7.9 
-65.332 -1.9403 -0.199559 -0.0448973 0.0424574 -0.0375946 5.03679 -0.136887 1.27891 0.0117774 0.101263 -0.0359041 8 

